start_region,end_region,mode_name,count
Tuen Mun,Wong Tai Sin,PLB,1
Tuen Mun,Wong Tai Sin,Private Vehicle,11
Tuen Mun,Wong Tai Sin,Rail,7
Tuen Mun,Wong Tai Sin,SPB,4
Tuen Mun,Wong Tai Sin,Taxi,1
Tuen Mun,Yau Ma Tei,Bus,162
Tuen Mun,Yau Ma Tei,LRT,4
Tuen Mun,Yau Ma Tei,PLB,11
Tuen Mun,Yau Ma Tei,Private Vehicle,15
Tuen Mun,Yau Ma Tei,Rail,238
Tuen Mun,Yau Ma Tei,SPB,26
Tuen Mun,Yau Ma Tei,Taxi,3
Tuen Mun,Yuen Long,Bus,2
Tuen Mun,Yuen Long,LRT,154
Tuen Mun,Yuen Long,PLB,10
Tuen Mun,Yuen Long,Private Vehicle,25
Tuen Mun,Yuen Long,Rail,128
Tuen Mun,Yuen Long,SPB,6
Tuen Mun,Yuen Long,Taxi,7
Wan Chai,Central & Western,Bus,218
Wan Chai,Central & Western,PLB,43
Wan Chai,Central & Western,Private Vehicle,155
Wan Chai,Central & Western,Rail,206
Wan Chai,Central & Western,SPB,26
Wan Chai,Central & Western,Taxi,82
Wan Chai,Central & Western,Tram,123
Wan Chai,Eastern,Bus,147
Wan Chai,Eastern,PLB,18
Wan Chai,Eastern,Private Vehicle,65
Wan Chai,Eastern,Rail,145
Wan Chai,Eastern,SPB,15
Wan Chai,Eastern,Taxi,19
Wan Chai,Eastern,Tram,57
Wan Chai,Fanling / Sheung Shui,Rail,9
Wan Chai,Kowloon City,Bus,44
Wan Chai,Kowloon City,PLB,1
Wan Chai,Kowloon City,Private Vehicle,14
Wan Chai,Kowloon City,Rail,16
Wan Chai,Kowloon City,SPB,5
Wan Chai,Kowloon City,Taxi,2
Wan Chai,Kwai Chung,Bus,4
Wan Chai,Kwai Chung,Private Vehicle,6
Wan Chai,Kwai Chung,Rail,16
Wan Chai,Kwai Chung,Taxi,1
Wan Chai,Kwun Tong,Bus,17
Wan Chai,Kwun Tong,PLB,2
Wan Chai,Kwun Tong,Private Vehicle,25
Wan Chai,Kwun Tong,Rail,94
Wan Chai,Kwun Tong,Taxi,1
Wan Chai,Ma On Shan,Private Vehicle,2
Wan Chai,Mong Kok,Bus,24
Wan Chai,Mong Kok,Ferry,1
Wan Chai,Mong Kok,PLB,1
Wan Chai,Mong Kok,Private Vehicle,6
Wan Chai,Mong Kok,Rail,89
Wan Chai,Mong Kok,SPB,1
Wan Chai,Mong Kok,Taxi,3
Wan Chai,North Lantau,Bus,15
Wan Chai,North Lantau,PLB,2
Wan Chai,North Lantau,Private Vehicle,1
Wan Chai,North Lantau,Rail,13
Wan Chai,North Lantau,Taxi,1
Wan Chai,Rural NENT,Private Vehicle,2
Wan Chai,Rural NENT,Rail,9
Wan Chai,Rural NWNT,Bus,2
Wan Chai,Rural NWNT,PLB,2
Wan Chai,Rural NWNT,Private Vehicle,6
Wan Chai,Rural NWNT,Rail,3
Wan Chai,Rural SENT,Private Vehicle,5
Wan Chai,Rural SENT,Rail,7
Wan Chai,Rural SWNT,Rail,6
Wan Chai,Sha Tin,Bus,8
Wan Chai,Sha Tin,PLB,2
Wan Chai,Sha Tin,Private Vehicle,5
Wan Chai,Sha Tin,Rail,36
Wan Chai,Sham Shui Po,Bus,13
Wan Chai,Sham Shui Po,Ferry,1
Wan Chai,Sham Shui Po,Private Vehicle,11
Wan Chai,Sham Shui Po,Rail,36
Wan Chai,Southern,Bus,58
Wan Chai,Southern,PLB,41
Wan Chai,Southern,Private Vehicle,73
Wan Chai,Southern,Rail,1
Wan Chai,Southern,SPB,30
Wan Chai,Southern,Taxi,3
Wan Chai,Tai Po,Bus,4
Wan Chai,Tai Po,Private Vehicle,2
Wan Chai,Tai Po,Rail,9
Wan Chai,Tin Shui Wai,Bus,11
Wan Chai,Tin Shui Wai,Rail,2
Wan Chai,Tseung Kwan O,Rail,30
Wan Chai,Tsing Yi,Rail,7
Wan Chai,Tsuen Wan,PLB,3
Wan Chai,Tsuen Wan,Private Vehicle,6
Wan Chai,Tsuen Wan,Rail,16
Wan Chai,Tuen Mun,Bus,5
Wan Chai,Tuen Mun,Private Vehicle,4
Wan Chai,Tuen Mun,Rail,6
Wan Chai,Wan Chai,Bus,171
Wan Chai,Wan Chai,Ferry,1
Wan Chai,Wan Chai,PLB,213
Wan Chai,Wan Chai,Private Vehicle,143
Wan Chai,Wan Chai,Rail,46
Wan Chai,Wan Chai,SPB,96
Wan Chai,Wan Chai,Taxi,104
Wan Chai,Wan Chai,Tram,218
Wan Chai,Wong Tai Sin,Bus,5
Wan Chai,Wong Tai Sin,Private Vehicle,7
Wan Chai,Wong Tai Sin,Rail,7
Wan Chai,Yau Ma Tei,Bus,14
Wan Chai,Yau Ma Tei,Ferry,12
Wan Chai,Yau Ma Tei,Private Vehicle,10
Wan Chai,Yau Ma Tei,Rail,151
Wan Chai,Yau Ma Tei,SPB,3
Wan Chai,Yau Ma Tei,Taxi,2
Wan Chai,Yuen Long,Bus,2
Wan Chai,Yuen Long,Rail,1
Wan Chai,Yuen Long,SPB,1
Wong Tai Sin,Central & Western,Bus,39
Wong Tai Sin,Central & Western,Ferry,6
Wong Tai Sin,Central & Western,PLB,11
Wong Tai Sin,Central & Western,Private Vehicle,16
Wong Tai Sin,Central & Western,Rail,297
Wong Tai Sin,Central & Western,Taxi,1
Wong Tai Sin,Eastern,Bus,29
Wong Tai Sin,Eastern,Private Vehicle,8
Wong Tai Sin,Eastern,Rail,224
Wong Tai Sin,Eastern,SPB,1
Wong Tai Sin,Fanling / Sheung Shui,Bus,7
Wong Tai Sin,Fanling / Sheung Shui,Rail,28
Wong Tai Sin,Kowloon City,Bus,361
Wong Tai Sin,Kowloon City,PLB,103
Wong Tai Sin,Kowloon City,Private Vehicle,47
Wong Tai Sin,Kowloon City,Rail,108
Wong Tai Sin,Kowloon City,SPB,51
Wong Tai Sin,Kowloon City,Taxi,22
Wong Tai Sin,Kwai Chung,Bus,31
Wong Tai Sin,Kwai Chung,PLB,44
Wong Tai Sin,Kwai Chung,Private Vehicle,2
Wong Tai Sin,Kwai Chung,Rail,134
Wong Tai Sin,Kwai Chung,SPB,2
Wong Tai Sin,Kwai Chung,Taxi,3
Wong Tai Sin,Kwun Tong,Bus,263
Wong Tai Sin,Kwun Tong,PLB,66
Wong Tai Sin,Kwun Tong,Private Vehicle,19
Wong Tai Sin,Kwun Tong,Rail,483
Wong Tai Sin,Kwun Tong,SPB,11
Wong Tai Sin,Kwun Tong,Taxi,20
Wong Tai Sin,Ma On Shan,Bus,21
Wong Tai Sin,Ma On Shan,PLB,2
Wong Tai Sin,Ma On Shan,Rail,7
Wong Tai Sin,Ma On Shan,SPB,4
Wong Tai Sin,Mong Kok,Bus,152
Wong Tai Sin,Mong Kok,PLB,105
Wong Tai Sin,Mong Kok,Private Vehicle,14
Wong Tai Sin,Mong Kok,Rail,274
Wong Tai Sin,Mong Kok,SPB,5
Wong Tai Sin,Mong Kok,Taxi,11
Wong Tai Sin,North Lantau,Bus,46
Wong Tai Sin,North Lantau,PLB,10
Wong Tai Sin,North Lantau,Private Vehicle,1
Wong Tai Sin,North Lantau,Rail,14
Wong Tai Sin,North Lantau,SPB,2
Wong Tai Sin,North Lantau,Taxi,2
Wong Tai Sin,Rural NENT,Bus,1
Wong Tai Sin,Rural NENT,PLB,3
Wong Tai Sin,Rural NENT,Private Vehicle,3
Wong Tai Sin,Rural NENT,Rail,38
Wong Tai Sin,Rural NWNT,Bus,2
Wong Tai Sin,Rural NWNT,PLB,2
Wong Tai Sin,Rural NWNT,Private Vehicle,6
Wong Tai Sin,Rural NWNT,Rail,12
Wong Tai Sin,Rural SENT,Bus,37
Wong Tai Sin,Rural SENT,PLB,11
Wong Tai Sin,Rural SENT,Private Vehicle,8
Wong Tai Sin,Rural SENT,Rail,8
Wong Tai Sin,Rural SENT,SPB,1
Wong Tai Sin,Rural SENT,Taxi,2
Wong Tai Sin,Rural SWNT,Rail,9
Wong Tai Sin,Sha Tin,Bus,112
Wong Tai Sin,Sha Tin,PLB,19
Wong Tai Sin,Sha Tin,Private Vehicle,15
Wong Tai Sin,Sha Tin,Rail,157
Wong Tai Sin,Sha Tin,Taxi,2
Wong Tai Sin,Sham Shui Po,Bus,88
Wong Tai Sin,Sham Shui Po,PLB,72
Wong Tai Sin,Sham Shui Po,Private Vehicle,20
Wong Tai Sin,Sham Shui Po,Rail,280
Wong Tai Sin,Sham Shui Po,SPB,2
Wong Tai Sin,Sham Shui Po,Taxi,3
Wong Tai Sin,Southern,Bus,21
Wong Tai Sin,Southern,Ferry,1
Wong Tai Sin,Southern,PLB,16
Wong Tai Sin,Southern,Private Vehicle,3
Wong Tai Sin,Southern,Rail,19
Wong Tai Sin,Southern,SPB,1
Wong Tai Sin,Tai Po,Bus,16
Wong Tai Sin,Tai Po,PLB,6
Wong Tai Sin,Tai Po,Private Vehicle,7
Wong Tai Sin,Tai Po,Rail,30
Wong Tai Sin,Tai Po,SPB,5
Wong Tai Sin,Tin Shui Wai,Bus,6
Wong Tai Sin,Tin Shui Wai,PLB,2
Wong Tai Sin,Tin Shui Wai,Rail,6
Wong Tai Sin,Tseung Kwan O,Bus,11
Wong Tai Sin,Tseung Kwan O,PLB,8
Wong Tai Sin,Tseung Kwan O,Private Vehicle,3
Wong Tai Sin,Tseung Kwan O,Rail,108
Wong Tai Sin,Tseung Kwan O,SPB,9
Wong Tai Sin,Tseung Kwan O,Taxi,1
Wong Tai Sin,Tsing Yi,Bus,11
Wong Tai Sin,Tsing Yi,PLB,5
Wong Tai Sin,Tsing Yi,Private Vehicle,1
Wong Tai Sin,Tsing Yi,Rail,21
Wong Tai Sin,Tsing Yi,SPB,1
Wong Tai Sin,Tsuen Wan,Bus,19
Wong Tai Sin,Tsuen Wan,PLB,30
Wong Tai Sin,Tsuen Wan,Private Vehicle,7
Wong Tai Sin,Tsuen Wan,Rail,59
Wong Tai Sin,Tsuen Wan,SPB,1
Wong Tai Sin,Tuen Mun,Bus,22
Wong Tai Sin,Tuen Mun,LRT,2
Wong Tai Sin,Tuen Mun,PLB,7
Wong Tai Sin,Tuen Mun,Private Vehicle,3
Wong Tai Sin,Tuen Mun,Rail,12
Wong Tai Sin,Wan Chai,Bus,103
Wong Tai Sin,Wan Chai,Ferry,2
Wong Tai Sin,Wan Chai,PLB,29
Wong Tai Sin,Wan Chai,Private Vehicle,15
Wong Tai Sin,Wan Chai,Rail,265
Wong Tai Sin,Wan Chai,SPB,2
Wong Tai Sin,Wan Chai,Taxi,2
Wong Tai Sin,Wong Tai Sin,Bus,378
Wong Tai Sin,Wong Tai Sin,PLB,593
Wong Tai Sin,Wong Tai Sin,Private Vehicle,37
Wong Tai Sin,Wong Tai Sin,Rail,136
Wong Tai Sin,Wong Tai Sin,SPB,107
Wong Tai Sin,Wong Tai Sin,Taxi,42
Wong Tai Sin,Yau Ma Tei,Bus,267
Wong Tai Sin,Yau Ma Tei,PLB,35
Wong Tai Sin,Yau Ma Tei,Private Vehicle,18
Wong Tai Sin,Yau Ma Tei,Rail,396
Wong Tai Sin,Yau Ma Tei,SPB,8
Wong Tai Sin,Yau Ma Tei,Taxi,16
Wong Tai Sin,Yuen Long,Bus,10
Wong Tai Sin,Yuen Long,PLB,5
Wong Tai Sin,Yuen Long,Private Vehicle,4
Wong Tai Sin,Yuen Long,Rail,10
Wong Tai Sin,Yuen Long,Taxi,2
Yau Ma Tei,Central & Western,Bus,40
Yau Ma Tei,Central & Western,Ferry,8
Yau Ma Tei,Central & Western,Private Vehicle,7
Yau Ma Tei,Central & Western,Rail,267
Yau Ma Tei,Central & Western,SPB,9
Yau Ma Tei,Central & Western,Taxi,3
Yau Ma Tei,Eastern,Bus,20
Yau Ma Tei,Eastern,Private Vehicle,3
Yau Ma Tei,Eastern,Rail,92
Yau Ma Tei,Fanling / Sheung Shui,Private Vehicle,4
Yau Ma Tei,Fanling / Sheung Shui,Rail,14
Yau Ma Tei,Kowloon City,Bus,116
Yau Ma Tei,Kowloon City,PLB,50
Yau Ma Tei,Kowloon City,Private Vehicle,28
Yau Ma Tei,Kowloon City,Rail,32
Yau Ma Tei,Kowloon City,SPB,28
Yau Ma Tei,Kowloon City,Taxi,20
Yau Ma Tei,Kwai Chung,Bus,7
Yau Ma Tei,Kwai Chung,PLB,3
Yau Ma Tei,Kwai Chung,Private Vehicle,19
Yau Ma Tei,Kwai Chung,Rail,71
Yau Ma Tei,Kwai Chung,Taxi,4
Yau Ma Tei,Kwun Tong,Bus,38
Yau Ma Tei,Kwun Tong,PLB,4
Yau Ma Tei,Kwun Tong,Private Vehicle,21
Yau Ma Tei,Kwun Tong,Rail,105
Yau Ma Tei,Kwun Tong,SPB,3
Yau Ma Tei,Kwun Tong,Taxi,11
Yau Ma Tei,Ma On Shan,Rail,2
Yau Ma Tei,Ma On Shan,SPB,2
Yau Ma Tei,Mong Kok,Bus,34
Yau Ma Tei,Mong Kok,PLB,33
Yau Ma Tei,Mong Kok,Private Vehicle,7
Yau Ma Tei,Mong Kok,Rail,84
Yau Ma Tei,Mong Kok,Taxi,12
Yau Ma Tei,North Lantau,Bus,16
Yau Ma Tei,North Lantau,Private Vehicle,12
Yau Ma Tei,North Lantau,Rail,35
Yau Ma Tei,North Lantau,SPB,4
Yau Ma Tei,North Lantau,Taxi,1
Yau Ma Tei,Rural NENT,Rail,12
Yau Ma Tei,Rural NENT,SPB,1
Yau Ma Tei,Rural NWNT,Bus,2
Yau Ma Tei,Rural NWNT,PLB,2
Yau Ma Tei,Rural NWNT,Private Vehicle,4
Yau Ma Tei,Rural NWNT,Rail,14
Yau Ma Tei,Rural NWNT,SPB,6
Yau Ma Tei,Rural NWNT,Taxi,1
Yau Ma Tei,Rural SENT,Ferry,4
Yau Ma Tei,Rural SENT,PLB,1
Yau Ma Tei,Rural SENT,Private Vehicle,3
Yau Ma Tei,Rural SENT,Rail,7
Yau Ma Tei,Rural SWNT,Ferry,2
Yau Ma Tei,Rural SWNT,Rail,5
Yau Ma Tei,Rural SWNT,SPB,1
Yau Ma Tei,Sha Tin,Bus,19
Yau Ma Tei,Sha Tin,PLB,2
Yau Ma Tei,Sha Tin,Private Vehicle,12
Yau Ma Tei,Sha Tin,Rail,55
Yau Ma Tei,Sha Tin,Taxi,10
Yau Ma Tei,Sham Shui Po,Bus,49
Yau Ma Tei,Sham Shui Po,PLB,12
Yau Ma Tei,Sham Shui Po,Private Vehicle,16
Yau Ma Tei,Sham Shui Po,Rail,195
Yau Ma Tei,Sham Shui Po,SPB,22
Yau Ma Tei,Sham Shui Po,Taxi,7
Yau Ma Tei,Southern,Bus,17
Yau Ma Tei,Southern,PLB,6
Yau Ma Tei,Southern,Private Vehicle,1
Yau Ma Tei,Southern,Rail,6
Yau Ma Tei,Southern,SPB,4
Yau Ma Tei,Tai Po,Bus,11
Yau Ma Tei,Tai Po,PLB,1
Yau Ma Tei,Tai Po,Private Vehicle,2
Yau Ma Tei,Tai Po,Rail,10
Yau Ma Tei,Tai Po,SPB,5
Yau Ma Tei,Tin Shui Wai,Bus,4
Yau Ma Tei,Tin Shui Wai,Private Vehicle,1
Yau Ma Tei,Tin Shui Wai,Rail,1
Yau Ma Tei,Tseung Kwan O,Bus,10
Yau Ma Tei,Tseung Kwan O,Private Vehicle,1
Yau Ma Tei,Tseung Kwan O,Rail,21
Yau Ma Tei,Tsing Yi,Bus,3
Yau Ma Tei,Tsing Yi,Private Vehicle,1
Yau Ma Tei,Tsing Yi,Rail,16
Yau Ma Tei,Tsing Yi,SPB,1
Yau Ma Tei,Tsuen Wan,Bus,3
Yau Ma Tei,Tsuen Wan,PLB,2
Yau Ma Tei,Tsuen Wan,Private Vehicle,2
Yau Ma Tei,Tsuen Wan,Rail,54
Yau Ma Tei,Tuen Mun,Bus,8
Yau Ma Tei,Tuen Mun,Private Vehicle,7
Yau Ma Tei,Tuen Mun,Rail,8
Yau Ma Tei,Wan Chai,Bus,18
Yau Ma Tei,Wan Chai,PLB,1
Yau Ma Tei,Wan Chai,Private Vehicle,7
Yau Ma Tei,Wan Chai,Rail,152
Yau Ma Tei,Wan Chai,SPB,9
Yau Ma Tei,Wong Tai Sin,Bus,23
Yau Ma Tei,Wong Tai Sin,PLB,1
Yau Ma Tei,Wong Tai Sin,Private Vehicle,7
Yau Ma Tei,Wong Tai Sin,Rail,37
Yau Ma Tei,Wong Tai Sin,SPB,2
Yau Ma Tei,Wong Tai Sin,Taxi,2
Yau Ma Tei,Yau Ma Tei,Bus,63
Yau Ma Tei,Yau Ma Tei,PLB,101
Yau Ma Tei,Yau Ma Tei,Private Vehicle,43
Yau Ma Tei,Yau Ma Tei,Rail,138
Yau Ma Tei,Yau Ma Tei,SPB,11
Yau Ma Tei,Yau Ma Tei,Taxi,30
Yau Ma Tei,Yuen Long,Bus,10
Yau Ma Tei,Yuen Long,Rail,8
Yuen Long,Central & Western,Bus,35
Yuen Long,Central & Western,Private Vehicle,7
Yuen Long,Central & Western,Rail,69
Yuen Long,Central & Western,SPB,11
Yuen Long,Central & Western,Tram,3
Yuen Long,Eastern,Bus,3
Yuen Long,Eastern,PLB,2
Yuen Long,Eastern,Rail,31
Yuen Long,Eastern,SPB,2
Yuen Long,Fanling / Sheung Shui,Bus,42
Yuen Long,Fanling / Sheung Shui,PLB,6
Yuen Long,Fanling / Sheung Shui,Private Vehicle,7
Yuen Long,Fanling / Sheung Shui,Rail,4
Yuen Long,Kowloon City,Bus,9
Yuen Long,Kowloon City,PLB,2
Yuen Long,Kowloon City,Private Vehicle,5
Yuen Long,Kowloon City,Rail,46
Yuen Long,Kowloon City,Taxi,1
Yuen Long,Kwai Chung,Bus,19
Yuen Long,Kwai Chung,PLB,1
Yuen Long,Kwai Chung,Private Vehicle,8
Yuen Long,Kwai Chung,Rail,45
Yuen Long,Kwun Tong,Bus,59
Yuen Long,Kwun Tong,PLB,3
Yuen Long,Kwun Tong,Rail,28
Yuen Long,Kwun Tong,SPB,4
Yuen Long,Ma On Shan,Rail,4
Yuen Long,Mong Kok,Bus,23
Yuen Long,Mong Kok,Private Vehicle,2
Yuen Long,Mong Kok,Rail,39
Yuen Long,North Lantau,Bus,38
Yuen Long,North Lantau,PLB,1
Yuen Long,North Lantau,Private Vehicle,2
Yuen Long,North Lantau,Rail,4
Yuen Long,North Lantau,SPB,4
Yuen Long,Rural NENT,Bus,8
Yuen Long,Rural NENT,PLB,5
Yuen Long,Rural NENT,Private Vehicle,5
Yuen Long,Rural NENT,Rail,8
Yuen Long,Rural NENT,SPB,3
Yuen Long,Rural NWNT,Bus,29
Yuen Long,Rural NWNT,LRT,34
Yuen Long,Rural NWNT,PLB,37
Yuen Long,Rural NWNT,Private Vehicle,44
Yuen Long,Rural NWNT,Rail,18
Yuen Long,Rural NWNT,SPB,30
Yuen Long,Rural NWNT,Taxi,4
Yuen Long,Rural SWNT,Bus,4
Yuen Long,Rural SWNT,Ferry,2
Yuen Long,Sha Tin,Bus,21
Yuen Long,Sha Tin,PLB,2
Yuen Long,Sha Tin,Private Vehicle,11
Yuen Long,Sha Tin,Rail,26
Yuen Long,Sha Tin,SPB,1
Yuen Long,Sham Shui Po,Bus,15
Yuen Long,Sham Shui Po,PLB,6
Yuen Long,Sham Shui Po,Private Vehicle,7
Yuen Long,Sham Shui Po,Rail,70
Yuen Long,Sham Shui Po,SPB,2
Yuen Long,Southern,Bus,2
Yuen Long,Southern,PLB,1
Yuen Long,Southern,Rail,3
Yuen Long,Tai Po,Bus,7
Yuen Long,Tai Po,PLB,4
Yuen Long,Tai Po,Rail,8
Yuen Long,Tin Shui Wai,Bus,8
Yuen Long,Tin Shui Wai,LRT,50
Yuen Long,Tin Shui Wai,PLB,2
Yuen Long,Tin Shui Wai,Private Vehicle,14
Yuen Long,Tin Shui Wai,Rail,44
Yuen Long,Tin Shui Wai,SPB,14
Yuen Long,Tin Shui Wai,Taxi,1
Yuen Long,Tseung Kwan O,Private Vehicle,1
Yuen Long,Tseung Kwan O,Rail,8
Yuen Long,Tsing Yi,Bus,3
Yuen Long,Tsing Yi,Private Vehicle,4
Yuen Long,Tsing Yi,Rail,9
Yuen Long,Tsuen Wan,Bus,61
Yuen Long,Tsuen Wan,PLB,2
Yuen Long,Tsuen Wan,Private Vehicle,6
Yuen Long,Tsuen Wan,Rail,67
Yuen Long,Tuen Mun,Bus,4
Yuen Long,Tuen Mun,LRT,71
Yuen Long,Tuen Mun,PLB,17
Yuen Long,Tuen Mun,Private Vehicle,32
Yuen Long,Tuen Mun,Rail,95
Yuen Long,Tuen Mun,SPB,2
Yuen Long,Tuen Mun,Taxi,6
Yuen Long,Wan Chai,Bus,33
Yuen Long,Wan Chai,PLB,2
Yuen Long,Wan Chai,Private Vehicle,2
Yuen Long,Wan Chai,Rail,37
Yuen Long,Wan Chai,SPB,7
Yuen Long,Wong Tai Sin,Bus,10
Yuen Long,Wong Tai Sin,PLB,2
Yuen Long,Wong Tai Sin,Rail,12
Yuen Long,Wong Tai Sin,SPB,2
Yuen Long,Yau Ma Tei,Bus,20
Yuen Long,Yau Ma Tei,Private Vehicle,10
Yuen Long,Yau Ma Tei,Rail,116
Yuen Long,Yuen Long,Bus,49
Yuen Long,Yuen Long,LRT,50
Yuen Long,Yuen Long,PLB,107
Yuen Long,Yuen Long,Private Vehicle,60
Yuen Long,Yuen Long,Rail,24
Yuen Long,Yuen Long,SPB,138
Yuen Long,Yuen Long,Taxi,7
